cmt_col,labels,length,processed_text
"Xin lỗi con khỉ đm đáng vs m lắm chơi bình thường không chơi, chơi gian lận, lòng tao lắm",1.0,89,"xin_lỗi con khỉ đm đáng với m lắm chơi bình_thường không chơi , chơi gian_lận , lòng tao lắm"
t cười mệt m ơi,0.0,15,t cười mệt m ơi
bạn ơi vụ này sao rồi,0.0,21,bạn ơi vụ này sao rồi
Địt mẹ m,2.0,8,địt_mẹ m
Mô Phật,0.0,7,mô phật
cai dcm,1.0,7,cai dcm
"Chỉ 1/2 đất nước trong nội chiến vẫn & đã làm đc điều như này vào 60n trước....ôi!, tôi yêu mN của tôi biết nhường nào!",0.0,119,"chỉ 1 / 2 đất_nước trong nội_chiến vẫn & đã làm được điều như này vào 60n trước ... . ôi ! , tôi yêu mọi người của tôi biết nhường nào !"
"Sorry cái kiểu j thế, quan tâm thái lan à, cút mịa m đê",1.0,55,"sorry cái kiểu gì thế , quan_tâm thái lan à , cút mịa m đê"
Tùngg Ngố cl,1.0,12,tùngg ngố cl
Pass Facebook ny em là gì anh độ :v,0.0,35,pass facebook ny em là gì anh độ : v
Dm..fuck you,2.0,12,dm . . fuck you
Đúng là mấy thằng súc vật lài chúng mày chết không có chỗ chôn,2.0,62,đúng là mấy thằng súc_vật lài chúng_mày chết không có chỗ chôn
Ve an cuc di,1.0,12,ve_an cuc_di
Thành tích đáng nể quá. Đuổi cổ sớm đi,1.0,38,thành_tích đáng nể quá . đuổi cổ sớm đi
dắk con bạn nghĩ nó có tuổi với tui hk,1.0,38,dắk con bạn nghĩ nó có tuổi với tui hk
Fan cứng nè,0.0,11,fan cứng nè
Cường quyền ác bá !,1.0,19,cường_quyền ác_bá !
Đan Thi Thao Nguyen Pham Thi Thi xanh mặt liền :(((((,0.0,53,đan thi thao nguyen pham thi thi xanh mặt liền : ( ( ( ( (
T lấy hh Sett 😂😂🤣,0.0,17,t lấy hh sett 😂 😂 🤣
trọng tài ảnh ngầu ác,0.0,21,trọng_tài ảnh ngầu ác
"ông cha vất vả thống nhất đất nước bao lâu để rồi bọn này cứ kì kỳ, đúng chịu",0.0,77,"ông_cha vất_vả thống_nhất đất_nước bao_lâu để rồi bọn này cứ kì kỳ , đúng chịu"
Style hư dây kéo 😂,0.0,18,style hư dây kéo_😂
Zừa lắm,0.0,7,zừa lắm
Woh Wh chó sủa ẳng ẳng gớm thế,2.0,30,woh wh chó sủa ẳng ẳng gớm_thế
Mes ddocj muoons sangr ddm,2.0,26,mes ddocj muoons sangr ddm
dịt mẹ nó ko ăn hối lộ thì chờ vào mấy cái đồng lương ít ỏi chắc đủ sống hả,2.0,75,dịt mẹ nó không ăn hối_lộ thì chờ vào mấy cái đồng_lương ít_ỏi chắc đủ sống hả
liên minh có mấy th như này vui phết =)) đánh ngu mõm giỏi + thêm đéo biết vị trí mình ở đou =)),1.0,96,liên_minh có mấy th như này vui phết = ) ) đánh ngu mõm giỏi + thêm đéo biết vị_trí mình ở đou = ) )
Sống chậm thôiii :(,0.0,19,sống chậm thôiii : (
mới tí tuổi mà lên stt xưng anh với ngta.,0.0,41,mới tí tuổi mà lên stt xưng anh với ngta .
Nguyễn Dương đúng rồi ngu như má m nè,2.0,37,nguyễn dương đúng rồi ngu như má m nè
Toàn ngu muội. Đi ra đó mà đánh đi.,1.0,35,toàn ngu_muội . đi ra đó mà đánh đi .
Xó ry con mẹ chó m,2.0,18,xó ry con_mẹ chó m
Chuẩn bị xây nhà nghe chưa thầy,0.0,31,chuẩn_bị xây nhà nghe chưa thầy
quen nữa nè cả nhà ơi =))) Mai Lê Thu Nguyễn Linh Nguyễn Thị Thuỳ Linh,0.0,70,quen nữa nè cả nhà ơi = ) ) ) mai lê thu nguyễn linh nguyễn thị thuỳ linh
Xin cái lonz mày pm chuyện này bt bao nhiêu lần r,1.0,49,xin cái lonz mày pm chuyện này bình_thường bao_nhiêu lần r
Ri óc mày,1.0,9,ri óc mày
"Dạo này mấy bố ts giấy phát biểu hơi nhiều, phần lớn cho thấy tư duy kiến thức quá lạc hậu, nhiệt tình cộng với sự ngu dốt thì sẽ thành phá hoại 😤",1.0,146,"dạo này mấy bố ts giấy phát_biểu hơi nhiều , phần_lớn cho thấy tư_duy kiến_thức quá lạc_hậu , nhiệt_tình cộng với sự ngu_dốt thì sẽ thành phá_hoại 😤"
"Lũ hại dân rồi sẽ chẳng có gì xẩy ra với chúng còn dân thì vẫn mãi bị đàn áp, đm lũ tham quan",2.0,93,"lũ hại dân rồi sẽ chẳng có gì xẩy ra với chúng còn dân thì vẫn mãi bị đàn_áp , đm lũ tham_quan"
Chị ba đẹp quá đi,0.0,17,chị ba đẹp quá đi
Bây h anh đỡ chưa ạ,0.0,19,bây h anh đỡ chưa ạ
Chậm chậm clg mấy con bò rảnh háng này,2.0,38,chậm chậm clg mấy con bò rảnh háng này
Ca sĩ k-icm đéo gì 🙂 ca sĩ câm,1.0,30,ca_sĩ k - icm đéo gì 🙂 ca_sĩ câm
"Dinhh Nhung m ất da y,vô học chắc mồ côi cha mẹ từ nhỏ hả con ?",2.0,63,"dinhh nhung m ất da y , vô_học chắc mồ_côi cha_mẹ từ nhỏ hả con ?"
Đăng Khoa 2 thằng đã ko thích nhau từ vụ thuê live bên nhóm ji đó rồi. Quyền nó đểu gạ tiền đánh. Thằng mực nó gà hơn nó thua nó cay. Mới dẫn đến chung 1 triệu với thằng tồ ăn lại thằng quyền. Mấy thằng đểu cả thôi. Chơi ko bênh ai.,2.0,232,đăng khoa 2 thằng đã không thích nhau từ vụ thuê live bên nhóm ji đó rồi . quyền nó đểu gạ tiền đánh . thằng mực nó gà hơn nó thua nó cay . mới dẫn đến chung 1 triệu với thằng tồ ăn lại thằng quyền . mấy thằng đểu cả thôi . chơi không bênh ai .
"xinh gái còn cmt hay quá b ơi mãi ở bên anh záchhhh, jack ma",0.0,60,"xinh gái còn cmt hay quá b ơi mãi ở bên anh záchhhh , jack ma"
nhưng mà bỏ con là có nói đúng không hay là linh tinh :)))))))),0.0,63,nhưng mà bỏ con là có nói đúng không hay_là linh_tinh : ) ) ) ) ) ) ) )
xám xí,1.0,6,xám xí
xinh vs nhà có điều kiện thì liên quan gì đến nhận thức? Hay là người dung mạo kém gia cảnh kém thì nhận thức của họ cũng sẽ kém và ngược lại? Và có hiểu ngta nói cái gì ko mà bô lô ba la?,1.0,188,xinh với nhà có điều_kiện thì liên_quan gì đến nhận_thức ? hay_là người dung mạo kém gia cảnh kém thì nhận_thức của họ cũng sẽ kém và ngược_lại ? và có hiểu ngta nói cái gì không mà bô lô ba la ?
Sang đài loan mà lấy người ta để ngoài đường nhiều lắm không ai lấy Việt nam tôi đó,0.0,83,sang đài_loan mà lấy người_ta để ngoài đường nhiều lắm không ai lấy việt nam tôi đó
Duoc tien minh hieu con đy me,1.0,29,duoc tien minh hieu con đy me
"Công ty tư cách, thẩm quyền gì đòi người ta phải đến làm việc trực tiếp?? Nghệ sĩ thì phèn, cty thì ngu! Đâm đơn kiện VR đê, để cơ quan chức năng mời lên giải quyết",2.0,164,"công_ty tư_cách , thẩm_quyền gì đòi người_ta phải đến làm_việc trực_tiếp ? ? nghệ_sĩ thì phèn , cty thì ngu ! đâm_đơn kiện vr đê , để cơ_quan_chức_năng mời lên giải_quyết"
Ác quá trời.,1.0,12,ác quá trời .
Hoàng Ngọc Hòa sũa cc,1.0,21,hoàng ngọc hòa sũa cc
K hèn thì lấy cứt nuôi bụng bầu ah?,1.0,35,không hèn thì lấy cứt nuôi bụng bầu_ah ?
Sam Hunter Stellaron rebuttal 10₫ không nhưng,0.0,45,sam hunter stellaron rebuttal 10 ₫ không nhưng
"Vui thôi :putnam: đừng vui quá <(\"") Em thề em thích câu này rồi đấy, Thềềềềề~ !!!!",0.0,83,"vui thôi : putnam : đừng vui quá < ( \ "" ) em thề em thích câu này rồi đấy , thềềềềề ~ ! ! ! !"
Tao ngồi ăn luon đo dc ko tạo tranh ma tui bảy ko biệt,0.0,54,tao ngồi ăn luon đo được không tạo tranh ma tui bảy không biệt
cờ đỏ sao vàng đây nhá,0.0,22,cờ đỏ sao vàng đây nhá
"Quang là ca sĩ đó bạn , ko thi chương trình nào hết nhưng hát rất hay nên mọi ng thần tượng gọi là idol ^^",0.0,106,"quang là ca_sĩ đó bạn , không thi chương_trình nào hết nhưng hát rất hay nên mọi ng thần_tượng gọi là idol ^ ^"
đag xem sech à,0.0,14,đag xem sech à
Cứ bình tĩnh mà đá thì thắng Indo .,0.0,35,cứ bình_tĩnh mà đá thì thắng indo .
"lolz mắc cười, toàn 1 lủ ở vùng xa vùng xôi ở ... nói chung là chỉ biết và thờ cái Ba Đình, đéo làm được gì thì ngậm cái mổm ăn c..c lại, ko nói, ko ai nói miệng thối đâu mấy con chó DLV ạh",2.0,189,"lolz mắc cười , toàn 1 lủ ở vùng_xa vùng xôi ở ... nói_chung là chỉ biết và thờ cái ba đình , đéo làm được gì thì ngậm cái mổm ăn c . . c lại , không nói , không ai nói miệng thối đâu mấy con chó dlv ạh"
Thằng ad lại sủa.,1.0,17,thằng admin lại sủa .
Rên như phim jav,0.0,16,rên như phim jav
Nguyễn Thị Xuân Nguyễn Thị Huyền Lý Thanh Hiền Nguyễn Thị Giang Nguyễn Thị Thu Quỳnh Phương Nga lời xin lỗi muộn màng à,0.0,119,nguyễn thị xuân nguyễn thị huyền lý thanh hiền nguyễn thị_giang nguyễn thị thu quỳnh phương nga lời xin_lỗi muộn_màng à
Zoom biển số xe bên kia,0.0,23,zoom biển số xe bên kia
"Thằng cà nghẹo, triết với lý cái cc, đù má mày DNA mà mình chưa khẳng định được lại nói đi dự WC , mày ngáo mục tiêu hả thằng cà nghẹo! Mày xem sự phát triển của bóng đá Vietnam và tình yêu thương của người hâm mộ thế nào khi mày dẫn dắt đội tuyển?",2.0,248,"thằng cà_nghẹo , triết với lý cái cc , đù má mày dna mà mình chưa khẳng_định được lại nói đi dự wc , mày ngáo mục_tiêu hả thằng cà nghẹo ! mày xem sự phát_triển của bóng_đá vietnam và tình_yêu_thương của người hâm_mộ thế_nào khi mày dẫn_dắt đội_tuyển ?"
Mỹ Châu xem kỹ để có kinh nghiệm . 4 thằng đóng kịch ăn cắp xe .,0.0,64,mỹ châu xem kỹ để có kinh_nghiệm . 4 thằng đóng_kịch ăn_cắp xe .
Thang khung,2.0,11,thang khung
cai dcm,1.0,7,cai dcm
Ngọc Phạm t chặn hết r br ạ,0.0,27,ngọc phạm t chặn hết r br ạ
nó cho tiền m hay j bênh ác thế dog này vừa ngu vừa to mồm mà vẫn còn fan bú đít nó à,2.0,85,nó cho tiền m hay gì bênh ác thế dog này vừa ngu vừa to_mồm mà vẫn còn fan bú đít nó à
con di ngua nay chac sih ra o ho boom ha j,2.0,42,con di_ngua nay chac sih ra o ho boom ha gì
 why con mẹ mày. Thằng chó đẻ. Fuck you. You is dog,2.0,51,why con_mẹ mày . thằng chó_đẻ . fuck you . you is dog
" =))) vậy chứ t hỏi m lần nữa J97 Én tơ tén mân nhà m có thẩm quyền của cơ quan nhà nước k mà bảo mời là ngta phải hồi âm liền vậy con nguu ? Văn bảng đâu, có điện thoại hết rồi tự lên tiktok mà xem tối qua VR bảo cần văn bảng chứ a… Xem thêm",1.0,242,"= ) ) ) vậy chứ t hỏi m lần nữa j97 én tơ tén mân nhà m có thẩm_quyền của cơ_quan nhà_nước không mà bảo mời là ngta phải hồi_âm liền vậy con nguu ? văn bảng đâu , có điện_thoại hết rồi tự lên tiktok mà xem tối qua vr bảo cần văn bảng chứ a … xem thêm"
xin lỗi con *** mày ngĩ xin lỗi là dễ à,2.0,39,xin_lỗi con * * * mày ngĩ xin_lỗi là dễ à
👎👎,0.0,2,👎 👎
"Đm nói ko phải xúc phạm chứ mấy ông càng càng phát ngôn đéo ra cái j, não mấy ông chỉ có tiền thôi ah, mấy ông ""giúp"" dân nhìu wá nhỉ, nói như đúng rồi",1.0,151,"đm nói không phải xúc_phạm chứ mấy ông càng càng_phát_ngôn đéo ra cái j , não mấy ông chỉ có tiền thôi ah , mấy ông "" giúp "" dân nhìu wá nhỉ , nói như đúng rồi"
chắc chắn thằng này bị què ngồi xe lăn nên không vi phạm,1.0,56,chắc_chắn thằng này bị què ngồi xe_lăn nên không vi_phạm
Nga Tran tới Bến tre chưa?,0.0,26,nga tran tới bến tre chưa ?
"có up thì t cx k up quả mặt đĩ đửng như m, mụn thỉ lởm trởm bày đặt khoe , ngu tiếng việt còn thích nói lắm, đang nói thằng zeros đéo cãi đc nữa phải quay ra chê t 2k7 - 2k8, do m trẻ ranh quá nên nghĩ ai cũng non như mình à :)))",2.0,229,"có up thì t cũng không up quả mặt đĩ đửng như m , mụn thỉ lởm trởm bày_đặt khoe , ngu tiếng việt còn thích nói lắm , đang nói thằng zeros đéo cãi được nữa phải quay ra chê t 2k7 - 2k8 , do m trẻ_ranh quá nên nghĩ ai cũng non như mình à : ) ) )"
"bộ hàng hải :)) admin ngu đéo chịu đc :)))))))))))) ôi ""bộ hàng hải"" =)))))",1.0,75,"bộ hàng_hải : ) ) admin ngu đéo chịu được : ) ) ) ) ) ) ) ) ) ) ) ) ôi "" bộ hàng_hải "" = ) ) ) ) )"
top mạnh nhất là cái gì,0.0,23,top mạnh nhất là cái gì
Quỳnh Sên e đẹp xinh ko cần son phấn,0.0,36,quỳnh sên e đẹp xinh không cần son_phấn
Nam Văn Nguyễn nó giống nhau mà chủ nào tớ nấy. goat nó dám lừa thì biết r đấy. Cỡ này việt nam nên ra luật phong sát cho tụi ruồi này đi bốc phân với nhau là hợp,1.0,162,nam văn nguyễn nó giống nhau mà chủ nào tớ nấy . goat nó dám lừa thì biết r đấy . cỡ này việt nam nên ra luật phong sát cho tụi ruồi này đi bốc phân với nhau là hợp
Xinloi cái củ cac,1.0,17,xinloi cái củ_cac
hhh nhóc,0.0,8,hhh nhóc
"đánh như cái máu lồn bày đặt cày thuê , tốn tiền điện",2.0,53,"đánh như cái máu lồn bày_đặt cày thuê , tốn tiền điện"
đúng là đom đóm chỉ sáng dưới đít chứ ko sáng nổi trên đầu Trích từ câu ai đó rất thắm,1.0,86,đúng là đom_đóm chỉ sáng dưới đít chứ không sáng nổi trên đầu trích từ câu ai đó rất thắm
"Cái này dành cho mấy thằng khốn nạn không làm mà đòi có ăn, chúng mày rồi cũng phải trả giá cho kiếp này rồi còn ngàn kiếp sau nữa, tao bảo đảm với chúng mày cuộc đời của chúng mày rồi sẽ phải đau khổ suốt kiếp,",2.0,211,"cái này dành cho mấy thằng khốn_nạn không làm mà đòi có_ăn , chúng_mày rồi cũng phải trả_giá cho kiếp này rồi còn ngàn kiếp sau nữa , tao bảo_đảm với chúng_mày cuộc_đời của chúng_mày rồi sẽ phải đau_khổ suốt kiếp ,"
Con điên xóm đao,2.0,16,con điên xóm đao
Trần Thanh Tâm chia sẻ đi,0.0,25,trần thanh tâm chia_sẻ đi
Bài học cho các bạn xem thường tài sản giá trị thấp (cỡ 20tr). Mất là cũng 1 mớ. Lo mà tự giữ,0.0,93,bài_học cho các bạn xem_thường tài_sản giá_trị thấp ( cỡ 20tr ) . mất là cũng 1 mớ . lo mà tự giữ
Thằng óc chó,2.0,12,thằng óc chó
"Thien Binh Trang \"" bạn lịch sự- admin lịch sự, b cục súc , - admin dí l vào mặt b luôn \"" =)))",2.0,95,"thien binh trang \ "" bạn lịch_sự - admin lịch_sự , b cục_súc , - admin dí l vào mặt b luôn \ "" = ) ) )"
Bay kênh rồi :))),0.0,17,bay kênh rồi : ) ) )
Bắt hơi n guuuuu,1.0,16,bắt hơi n guuuuu
Bức. Xúc. Quá. Đi…. Nhờ. Công. An. Vào. Cuộc. Giùm. Cái,0.0,55,bức . xúc . quá . đi … . nhờ . công . an . vào . cuộc . giùm . cái
Làm trọng tài như lồn còn xin lỗi,2.0,33,làm trọng_tài như lồn còn xin_lỗi
Gia Bảo bản nhà ngèo nợ tiền,0.0,28,gia_bảo bản nhà ngèo nợ tiền
1 tk ngu đang chỉ 1 con đần,2.0,27,1 tk ngu đang chỉ 1 con đần
Người xưa nói tận cùng của sự khốn nạn là như vậy đó.,1.0,53,người_xưa nói tận_cùng của sự khốn_nạn là như vậy đó .
Anh bạch khiêm tốn tý chư ko chúng nó nấu lẩu đấy,0.0,49,anh bạch khiêm_tốn tý chư không chúng_nó nấu lẩu đấy
Cai lon gi dang dien ra vay,0.0,27,cai lon gi dang dien ra vay
"Tôi bảo ô ad nhé, ô mở phim sex lên, vặn loa hết cỡ mà nghe diễn viên họ rên sẽ tốt cho não hơn là đi đôi co với phản biện với lũ tiến sĩ việt +",1.0,144,"tôi bảo ô admin nhé , ô mở phim sex lên , vặn loa hết cỡ mà nghe diễn_viên họ rên sẽ tốt cho não hơn là đi_đôi_co với phản_biện với lũ tiến_sĩ việt +"
Nhìn tiên tri vũ trụ ngon cơm rồi nghe.,0.0,39,nhìn tiên_tri vũ_trụ ngon cơm rồi nghe .
